customer_number,Archetype
5635,Bronze_Traveller
5636,Gold_Silver_Essential
5641,Gold_Silver_Free
5642,Gold_Silver_Traveller
5647,Platinum_Free
5664,Platinum_Free
5665,Gold_Silver_Traveller
5667,Gold_Silver_Free
5676,Platinum_Free
5679,Gold_Silver_Free
5696,Platinum_Free
5702,Gold_Silver_Traveller
5703,Platinum_Free
5704,Platinum_Free
5706,Gold_Silver_Essential
5709,Platinum_Free
5722,Platinum_Free
5730,Platinum_Essential
5731,Platinum_Free
5754,Gold_Silver_Free
5764,Platinum_Free
5765,Gold_Silver_Free
5785,Bronze_Traveller
5799,Bronze_Traveller
5802,Gold_Silver_Free
5806,Gold_Silver_Free
5817,Platinum_Free
5831,Platinum_Essential
5832,Bronze_Traveller
5852,Platinum_Free
5858,Gold_Silver_Traveller
5860,Platinum_Free
5864,Platinum_Free
5868,Bronze_Traveller
5869,Gold_Silver_Traveller
5871,Gold_Silver_Traveller
5878,Platinum_Essential
5888,Gold_Silver_Free
5901,Gold_Silver_Essential
5903,Platinum_Free
5908,Platinum_Free
5920,Platinum_Free
5927,Bronze_Essential
5936,Bronze_Essential
5942,Bronze_Traveller
5943,Bronze_Traveller
5944,Platinum_Free
5948,Platinum_Free
5949,Gold_Silver_Essential
5950,Gold_Silver_Essential
5951,Gold_Silver_Free
5956,Gold_Silver_Essential
5965,Bronze_Essential
5984,Gold_Silver_Free
5985,Platinum_Essential
5986,Gold_Silver_Free
5989,Bronze_Traveller
5994,Gold_Silver_Essential
5995,Platinum_Free
6000,Bronze_Traveller
6001,Platinum_Free
6002,Platinum_Free
6012,Gold_Silver_Essential
6021,Platinum_Free
6022,Bronze_Traveller
6024,Bronze_Traveller
6028,Gold_Silver_Traveller
6032,Gold_Silver_Essential
6040,Gold_Silver_Essential
6042,Platinum_Free
6043,Bronze_Traveller
6056,Platinum_Free
6059,Gold_Silver_Essential
6063,Platinum_Free
6067,Gold_Silver_Free
6069,Bronze_Traveller
6070,Gold_Silver_Free
6072,Gold_Silver_Free
6073,Gold_Silver_Traveller
6074,Gold_Silver_Traveller
6079,Platinum_Free
6080,Platinum_Free
6081,Gold_Silver_Free
6083,Platinum_Free
6086,Platinum_Free
6089,Platinum_Free
6097,Gold_Silver_Free
6114,Platinum_Free
6115,Gold_Silver_Free
6117,Gold_Silver_Free
6120,Platinum_Free
6124,Gold_Silver_Free
6126,Platinum_Free
6144,Bronze_Traveller
6153,Gold_Silver_Free
6159,Gold_Silver_Traveller
6160,Bronze_Traveller
6162,Bronze_Essential
6170,Bronze_Essential
6177,Platinum_Free
6180,Platinum_Free
6189,Platinum_Free
6197,Platinum_Free
6220,Platinum_Free
6229,Gold_Silver_Free
6235,Bronze_Essential
6237,Gold_Silver_Traveller
6239,Platinum_Free
6240,Bronze_Essential
6245,Bronze_Traveller
6246,Gold_Silver_Free
6248,Platinum_Free
6250,Gold_Silver_Traveller
6251,Gold_Silver_Essential
6252,Gold_Silver_Free
6254,Gold_Silver_Free
6258,Gold_Silver_Free
6267,Gold_Silver_Traveller
6270,Platinum_Free
6292,Gold_Silver_Traveller
6294,Gold_Silver_Essential
6299,Platinum_Essential
6305,Gold_Silver_Traveller
6314,Gold_Silver_Free
6327,Gold_Silver_Free
6330,Gold_Silver_Essential
6333,Platinum_Free
6335,Bronze_Traveller
6340,Gold_Silver_Free
6344,Gold_Silver_Essential
6348,Platinum_Essential
6350,Bronze_Traveller
6355,Platinum_Free
6358,Gold_Silver_Free
6365,Gold_Silver_Essential
6370,Platinum_Free
6394,Gold_Silver_Traveller
6395,Gold_Silver_Free
6396,Bronze_Traveller
6409,Bronze_Traveller
6414,Gold_Silver_Free
6415,Gold_Silver_Free
6428,Gold_Silver_Essential
6432,Bronze_Essential
6434,Gold_Silver_Essential
6441,Gold_Silver_Free
6453,Platinum_Free
6454,Gold_Silver_Free
6460,Bronze_Essential
6461,Platinum_Free
6462,Platinum_Free
6465,Platinum_Free
6468,Gold_Silver_Free
6470,Bronze_Essential
6471,Gold_Silver_Essential
6483,Platinum_Free
6497,Platinum_Essential
6506,Platinum_Free
6521,Platinum_Essential
6523,Gold_Silver_Traveller
6536,Platinum_Essential
6537,Gold_Silver_Free
6538,Gold_Silver_Free
6540,Bronze_Traveller
6541,Gold_Silver_Free
6558,Gold_Silver_Traveller
6562,Platinum_Free
6565,Platinum_Free
6566,Gold_Silver_Essential
6569,Platinum_Free
6573,Platinum_Free
6587,Platinum_Essential
6588,Bronze_Essential
6590,Gold_Silver_Essential
6600,Platinum_Essential
6602,Platinum_Free
6609,Gold_Silver_Essential
6618,Gold_Silver_Free
6620,Gold_Silver_Essential
6621,Gold_Silver_Free
6622,Gold_Silver_Traveller
6631,Gold_Silver_Free
6632,Platinum_Free
6647,Platinum_Free
6654,Gold_Silver_Essential
6668,Platinum_Free
6674,Bronze_Traveller
6680,Gold_Silver_Free
6695,Platinum_Free
6701,Gold_Silver_Traveller
6709,Gold_Silver_Free
6712,Gold_Silver_Free
6716,Gold_Silver_Free
6731,Bronze_Traveller
6738,Platinum_Free
6744,Platinum_Free
6745,Bronze_Traveller
6748,Gold_Silver_Free
6750,Gold_Silver_Free
6751,Gold_Silver_Free
6752,Gold_Silver_Free
6759,Platinum_Essential
6760,Gold_Silver_Essential
6762,Platinum_Free
6764,Gold_Silver_Free
6778,Bronze_Essential
6781,Platinum_Free
6787,Gold_Silver_Essential
6791,Bronze_Traveller
6795,Platinum_Free
6797,Platinum_Free
6798,Gold_Silver_Free
6802,Platinum_Free
6804,Gold_Silver_Free
6805,Gold_Silver_Traveller
6806,Bronze_Essential
6809,Gold_Silver_Essential
6811,Gold_Silver_Essential
6832,Gold_Silver_Free
6834,Gold_Silver_Traveller
6847,Gold_Silver_Free
6848,Platinum_Free
6856,Gold_Silver_Traveller
6871,Gold_Silver_Free
6875,Gold_Silver_Essential
6889,Platinum_Free
6894,Gold_Silver_Essential
6899,Platinum_Free
6904,Platinum_Free
6913,Gold_Silver_Essential
6917,Bronze_Essential
6920,Gold_Silver_Free
6922,Gold_Silver_Essential
6923,Gold_Silver_Traveller
6924,Platinum_Free
6937,Gold_Silver_Free
6939,Gold_Silver_Traveller
6940,Gold_Silver_Free
6945,Gold_Silver_Traveller
6948,Gold_Silver_Essential
6950,Bronze_Traveller
6951,Gold_Silver_Free
6952,Platinum_Essential
6953,Bronze_Traveller
6954,Bronze_Traveller
6955,Bronze_Essential
6967,Gold_Silver_Essential
6970,Bronze_Essential
6981,Gold_Silver_Traveller
6985,Gold_Silver_Essential
6989,Gold_Silver_Essential
6992,Gold_Silver_Essential
7005,Platinum_Essential
7010,Gold_Silver_Essential
7013,Platinum_Free
7016,Platinum_Free
7017,Bronze_Essential
7019,Bronze_Essential
7032,Gold_Silver_Free
7036,Bronze_Traveller
7041,Bronze_Traveller
7044,Bronze_Essential
7046,Gold_Silver_Free
7053,Gold_Silver_Free
7061,Bronze_Traveller
7063,Bronze_Essential
7064,Gold_Silver_Essential
7067,Platinum_Free
7068,Gold_Silver_Free
7074,Platinum_Essential
7077,Bronze_Traveller
7079,Gold_Silver_Essential
7083,Gold_Silver_Free
7091,Bronze_Essential
7093,Gold_Silver_Free
7094,Bronze_Essential
7104,Platinum_Free
7110,Gold_Silver_Essential
7124,Gold_Silver_Essential
7126,Gold_Silver_Free
7127,Gold_Silver_Free
7130,Bronze_Essential
7131,Gold_Silver_Free
7132,Bronze_Traveller
7135,Bronze_Essential
7138,Gold_Silver_Essential
7141,Gold_Silver_Essential
7145,Bronze_Essential
7146,Gold_Silver_Essential
7148,Gold_Silver_Essential
7150,Bronze_Traveller
7158,Gold_Silver_Essential
7161,Bronze_Essential
7172,Gold_Silver_Traveller
7175,Gold_Silver_Essential
7191,Platinum_Free
7199,Platinum_Free
7210,Gold_Silver_Essential
7219,Gold_Silver_Essential
7250,Platinum_Free
7251,Bronze_Essential
7257,Bronze_Essential
7263,Gold_Silver_Free
7269,Gold_Silver_Essential
7276,Platinum_Free
7280,Gold_Silver_Essential
7289,Gold_Silver_Essential
7299,Gold_Silver_Traveller
7302,Platinum_Free
7303,Platinum_Free
7307,Platinum_Essential
7314,Gold_Silver_Essential
7329,Gold_Silver_Essential
7330,Gold_Silver_Traveller
7331,Gold_Silver_Essential
7334,Gold_Silver_Essential
7336,Gold_Silver_Essential
7342,Platinum_Free
7345,Gold_Silver_Essential
7346,Bronze_Traveller
7359,Gold_Silver_Free
7362,Gold_Silver_Free
7365,Gold_Silver_Free
7368,Bronze_Traveller
7372,Gold_Silver_Essential
7379,Bronze_Essential
7384,Platinum_Essential
7385,Gold_Silver_Free
7386,Gold_Silver_Free
7399,Bronze_Essential
7401,Bronze_Essential
7405,Platinum_Essential
7406,Platinum_Essential
7407,Gold_Silver_Free
7414,Platinum_Essential
7418,Gold_Silver_Free
7422,Bronze_Traveller
7428,Gold_Silver_Essential
7433,Gold_Silver_Essential
7435,Gold_Silver_Essential
7436,Gold_Silver_Essential
7448,Gold_Silver_Essential
7454,Gold_Silver_Free
7458,Platinum_Free
7460,Gold_Silver_Free
7462,Platinum_Essential
7470,Bronze_Essential
7478,Bronze_Essential
7479,Bronze_Traveller
7484,Gold_Silver_Essential
7494,Platinum_Essential
7499,Gold_Silver_Essential
7513,Gold_Silver_Traveller
7516,Platinum_Free
7517,Gold_Silver_Essential
7518,Gold_Silver_Free
7520,Bronze_Essential
7529,Gold_Silver_Free
7531,Gold_Silver_Free
7536,Platinum_Free
7538,Platinum_Free
7554,Gold_Silver_Essential
7559,Platinum_Essential
7560,Gold_Silver_Traveller
7572,Gold_Silver_Essential
7576,Gold_Silver_Essential
7587,Gold_Silver_Essential
7604,Platinum_Free
7607,Platinum_Free
7620,Bronze_Traveller
7621,Gold_Silver_Essential
7626,Gold_Silver_Essential
7643,Platinum_Essential
7644,Gold_Silver_Essential
7650,Gold_Silver_Traveller
7658,Platinum_Free
7660,Platinum_Free
7665,Gold_Silver_Traveller
7675,Gold_Silver_Essential
7683,Gold_Silver_Essential
7699,Platinum_Essential
7700,Gold_Silver_Free
7705,Bronze_Essential
7710,Gold_Silver_Free
7715,Gold_Silver_Essential
7726,Gold_Silver_Essential
7729,Gold_Silver_Essential
7747,Platinum_Free
7756,Gold_Silver_Essential
7758,Bronze_Traveller
7773,Bronze_Essential
7782,Gold_Silver_Essential
7789,Gold_Silver_Essential
7792,Gold_Silver_Essential
7806,Gold_Silver_Free
7814,Gold_Silver_Essential
7816,Platinum_Free
7823,Platinum_Essential
7825,Gold_Silver_Essential
7830,Gold_Silver_Traveller
7840,Bronze_Essential
7843,Gold_Silver_Free
7849,Gold_Silver_Free
7855,Platinum_Free
7874,Bronze_Essential
7881,Platinum_Essential
7884,Bronze_Traveller
7897,Gold_Silver_Free
7903,Gold_Silver_Essential
7905,Gold_Silver_Essential
7910,Bronze_Traveller
7914,Gold_Silver_Essential
7944,Platinum_Essential
7955,Gold_Silver_Essential
7957,Gold_Silver_Essential
7964,Platinum_Free
7969,Bronze_Essential
7973,Bronze_Essential
7977,Platinum_Free
7991,Bronze_Essential
7996,Platinum_Essential
8011,Platinum_Free
8022,Gold_Silver_Essential
8061,Bronze_Essential
8062,Bronze_Essential
8065,Gold_Silver_Free
8066,Platinum_Essential
8069,Bronze_Essential
8071,Platinum_Free
8074,Gold_Silver_Essential
8087,Gold_Silver_Free
8092,Gold_Silver_Essential
8099,Gold_Silver_Traveller
8108,Platinum_Free
8115,Gold_Silver_Free
8116,Gold_Silver_Essential
8118,Gold_Silver_Essential
8119,Bronze_Traveller
8137,Gold_Silver_Traveller
8142,Platinum_Essential
8145,Platinum_Free
8152,Platinum_Free
8154,Bronze_Essential
8165,Gold_Silver_Traveller
8171,Gold_Silver_Essential
8178,Platinum_Free
8179,Platinum_Essential
8181,Bronze_Traveller
8198,Bronze_Essential
8207,Platinum_Essential
8217,Gold_Silver_Essential
8220,Gold_Silver_Essential
8226,Platinum_Free
8245,Gold_Silver_Essential
8247,Gold_Silver_Essential
8248,Gold_Silver_Essential
8251,Bronze_Essential
8255,Bronze_Essential
8257,Gold_Silver_Essential
8266,Bronze_Essential
8270,Bronze_Traveller
8275,Bronze_Essential
8284,Platinum_Free
8287,Platinum_Essential
8294,Platinum_Essential
8299,Gold_Silver_Essential
8305,Bronze_Traveller
8307,Bronze_Essential
8322,Gold_Silver_Free
8325,Bronze_Essential
8326,Bronze_Traveller
8331,Platinum_Essential
8333,Platinum_Essential
8335,Gold_Silver_Essential
8336,Platinum_Free
8338,Gold_Silver_Essential
8341,Bronze_Traveller
8360,Gold_Silver_Free
8371,Gold_Silver_Free
8373,Gold_Silver_Essential
8377,Bronze_Essential
8380,Gold_Silver_Essential
8381,Gold_Silver_Traveller
8387,Platinum_Essential
8388,Bronze_Traveller
8391,Gold_Silver_Essential
8392,Gold_Silver_Free
8407,Gold_Silver_Essential
8410,Bronze_Essential
8417,Platinum_Free
8427,Platinum_Essential
8428,Gold_Silver_Essential
8429,Gold_Silver_Free
8434,Platinum_Essential
8442,Gold_Silver_Free
8450,Gold_Silver_Free
8455,Gold_Silver_Free
8456,Gold_Silver_Essential
8459,Gold_Silver_Essential
8461,Platinum_Free
8464,Platinum_Free
8477,Bronze_Essential
8478,Gold_Silver_Free
8485,Platinum_Essential
8488,Gold_Silver_Free
8504,Gold_Silver_Essential
8519,Gold_Silver_Essential
8520,Gold_Silver_Free
8523,Gold_Silver_Free
8536,Gold_Silver_Traveller
8539,Gold_Silver_Essential
8540,Gold_Silver_Essential
8543,Gold_Silver_Essential
8548,Gold_Silver_Essential
8552,Gold_Silver_Essential
8557,Platinum_Free
8562,Platinum_Free
8563,Platinum_Free
8564,Platinum_Essential
8567,Bronze_Essential
8568,Gold_Silver_Free
8577,Bronze_Traveller
8584,Platinum_Free
8586,Gold_Silver_Essential
8588,Gold_Silver_Essential
8606,Bronze_Traveller
8607,Gold_Silver_Essential
8614,Gold_Silver_Free
8622,Platinum_Free
8623,Gold_Silver_Free
8636,Gold_Silver_Free
8639,Gold_Silver_Essential
8647,Gold_Silver_Essential
8657,Gold_Silver_Essential
8660,Platinum_Free
8662,Platinum_Free
8668,Platinum_Free
8673,Gold_Silver_Essential
8677,Gold_Silver_Free
8678,Platinum_Free
8680,Gold_Silver_Essential
8685,Gold_Silver_Free
8688,Gold_Silver_Free
8689,Platinum_Free
8693,Gold_Silver_Free
8694,Bronze_Essential
8701,Bronze_Traveller
8717,Platinum_Free
8719,Gold_Silver_Free
8720,Gold_Silver_Traveller
8733,Platinum_Free
8735,Platinum_Essential
8738,Platinum_Free
8746,Gold_Silver_Essential
8754,Gold_Silver_Essential
8756,Gold_Silver_Free
8759,Gold_Silver_Essential
8778,Platinum_Essential
8784,Bronze_Essential
8789,Platinum_Free
8796,Gold_Silver_Free
8799,Platinum_Free
8803,Bronze_Traveller
8812,Platinum_Essential
8813,Gold_Silver_Free
8814,Platinum_Free
8819,Gold_Silver_Traveller
8833,Platinum_Free
8836,Bronze_Essential
8840,Platinum_Free
8841,Gold_Silver_Free
8844,Gold_Silver_Free
8847,Bronze_Essential
8851,Gold_Silver_Free
8862,Platinum_Free
8863,Platinum_Essential
8876,Bronze_Essential
8888,Gold_Silver_Essential
8893,Gold_Silver_Free
8909,Gold_Silver_Free
8911,Platinum_Free
8912,Platinum_Free
8947,Gold_Silver_Essential
8953,Gold_Silver_Essential
8966,Platinum_Essential
8968,Gold_Silver_Essential
8972,Platinum_Free
8982,Gold_Silver_Essential
8987,Platinum_Free
8994,Gold_Silver_Essential
8997,Platinum_Free
9001,Gold_Silver_Free
9011,Gold_Silver_Free
9016,Gold_Silver_Free
9023,Bronze_Traveller
9027,Gold_Silver_Essential
9030,Gold_Silver_Free
9042,Gold_Silver_Essential
9052,Platinum_Free
9054,Gold_Silver_Essential
9057,Platinum_Free
9066,Gold_Silver_Traveller
9067,Gold_Silver_Essential
9070,Gold_Silver_Essential
9076,Platinum_Essential
9078,Platinum_Essential
9083,Platinum_Essential
9089,Platinum_Essential
9090,Gold_Silver_Essential
9093,Gold_Silver_Essential
9097,Platinum_Free
9098,Platinum_Free
9105,Bronze_Traveller
9110,Gold_Silver_Essential
9112,Platinum_Free
9118,Platinum_Essential
9122,Gold_Silver_Free
9123,Bronze_Traveller
9125,Platinum_Essential
9126,Platinum_Essential
9127,Gold_Silver_Essential
9128,Gold_Silver_Traveller
9137,Gold_Silver_Free
9139,Gold_Silver_Essential
9146,Bronze_Traveller
9154,Gold_Silver_Essential
9157,Gold_Silver_Essential
9158,Platinum_Free
9164,Platinum_Essential
9190,Gold_Silver_Free
9191,Gold_Silver_Traveller
9206,Gold_Silver_Traveller
9207,Gold_Silver_Essential
9208,Platinum_Essential
9209,Gold_Silver_Free
9219,Platinum_Essential
9221,Platinum_Free
9225,Platinum_Free
9230,Bronze_Traveller
9232,Platinum_Free
9256,Platinum_Free
9258,Gold_Silver_Essential
9260,Platinum_Free
9261,Platinum_Free
9264,Platinum_Essential
9266,Bronze_Traveller
9269,Platinum_Free
9270,Bronze_Traveller
9271,Bronze_Traveller
9285,Platinum_Free
9293,Bronze_Traveller
9295,Gold_Silver_Essential
9297,Gold_Silver_Free
9311,Bronze_Essential
9320,Platinum_Free
9326,Gold_Silver_Essential
9328,Platinum_Essential
9333,Gold_Silver_Essential
9339,Platinum_Free
9342,Platinum_Essential
9349,Platinum_Free
9362,Gold_Silver_Traveller
9369,Gold_Silver_Free
9374,Gold_Silver_Traveller
9378,Platinum_Essential
9380,Platinum_Free
9382,Platinum_Free
9383,Platinum_Free
9392,Gold_Silver_Essential
9397,Platinum_Free
9398,Platinum_Free
9400,Gold_Silver_Free
9406,Gold_Silver_Essential
9412,Gold_Silver_Free
9419,Gold_Silver_Essential
9420,Gold_Silver_Essential
9423,Platinum_Free
9424,Gold_Silver_Free
9427,Platinum_Free
9435,Gold_Silver_Free
9449,Platinum_Free
9458,Bronze_Essential
9465,Platinum_Essential
9470,Gold_Silver_Traveller
9471,Gold_Silver_Essential
9476,Gold_Silver_Essential
9484,Platinum_Free
9487,Gold_Silver_Free
9491,Platinum_Free
9492,Bronze_Traveller
9499,Gold_Silver_Free
9501,Platinum_Free
9502,Platinum_Free
9511,Platinum_Free
9516,Platinum_Free
9521,Platinum_Free
9526,Gold_Silver_Essential
9527,Gold_Silver_Essential
9556,Platinum_Free
9564,Platinum_Essential
9580,Bronze_Traveller
9584,Gold_Silver_Traveller
9586,Platinum_Essential
9587,Platinum_Free
9588,Gold_Silver_Free
9592,Platinum_Free
9593,Platinum_Free
9600,Platinum_Free
9602,Gold_Silver_Traveller
9604,Platinum_Free
9606,Gold_Silver_Essential
9608,Gold_Silver_Free
9611,Platinum_Free
9622,Bronze_Traveller
9624,Platinum_Free
9625,Bronze_Traveller
9634,Gold_Silver_Traveller
9643,Bronze_Traveller
9647,Bronze_Traveller
9655,Platinum_Free
9656,Gold_Silver_Free
9667,Gold_Silver_Traveller
9675,Platinum_Free
9679,Platinum_Free
9682,Platinum_Free
9699,Platinum_Free
9703,Gold_Silver_Free
9706,Platinum_Free
9715,Gold_Silver_Free
9718,Gold_Silver_Free
9727,Bronze_Traveller
9728,Platinum_Free
9729,Platinum_Free
9730,Bronze_Traveller
9735,Platinum_Free
9740,Bronze_Traveller
9748,Gold_Silver_Free
9750,Gold_Silver_Essential
9751,Gold_Silver_Free
9756,Gold_Silver_Essential
9757,Platinum_Free
9760,Bronze_Essential
9762,Gold_Silver_Essential
9767,Platinum_Free
9778,Platinum_Essential
9784,Gold_Silver_Free
9802,Platinum_Free
9807,Gold_Silver_Free
9808,Gold_Silver_Essential
9814,Gold_Silver_Essential
9819,Platinum_Free
9825,Platinum_Free
9836,Bronze_Traveller
9847,Gold_Silver_Essential
9853,Gold_Silver_Traveller
9855,Bronze_Essential
9856,Gold_Silver_Essential
9863,Gold_Silver_Free
9868,Gold_Silver_Free
9879,Platinum_Free
9886,Platinum_Free
9902,Gold_Silver_Essential
9903,Platinum_Essential
9904,Bronze_Essential
9918,Platinum_Free
9927,Platinum_Free
9941,Gold_Silver_Free
9946,Gold_Silver_Free
9948,Gold_Silver_Essential
9949,Gold_Silver_Essential
9953,Gold_Silver_Free
9966,Gold_Silver_Free
9968,Gold_Silver_Free
9974,Gold_Silver_Free
9975,Gold_Silver_Free
9977,Gold_Silver_Free
9983,Bronze_Traveller
9985,Gold_Silver_Essential
10000,Platinum_Free
10008,Platinum_Free
10013,Platinum_Free
10015,Gold_Silver_Free
10022,Platinum_Free
10023,Platinum_Free
10030,Gold_Silver_Essential
10041,Bronze_Traveller
10072,Bronze_Traveller
10086,Gold_Silver_Traveller
10087,Platinum_Free
10093,Platinum_Essential
10094,Gold_Silver_Essential
10098,Gold_Silver_Free
10107,Gold_Silver_Essential
10108,Platinum_Free
10113,Gold_Silver_Free
10114,Gold_Silver_Free
10126,Gold_Silver_Free
10127,Gold_Silver_Essential
10129,Gold_Silver_Essential
10133,Gold_Silver_Essential
10137,Gold_Silver_Free
10146,Gold_Silver_Traveller
10153,Gold_Silver_Essential
10155,Gold_Silver_Free
10159,Gold_Silver_Free
10163,Bronze_Essential
10165,Platinum_Free
10168,Gold_Silver_Free
10172,Platinum_Free
10174,Gold_Silver_Free
10176,Gold_Silver_Essential
10184,Platinum_Free
10188,Platinum_Essential
10189,Bronze_Essential
10197,Gold_Silver_Free
10222,Platinum_Free
10223,Platinum_Free
10232,Bronze_Traveller
10234,Platinum_Free
10242,Gold_Silver_Free
10248,Platinum_Free
10252,Platinum_Free
10256,Platinum_Free
10260,Platinum_Essential
10261,Platinum_Free
10263,Gold_Silver_Free
10271,Platinum_Free
10275,Gold_Silver_Essential
10278,Gold_Silver_Free
10283,Gold_Silver_Free
10293,Platinum_Free
10310,Gold_Silver_Essential
10318,Gold_Silver_Essential
10320,Platinum_Free
10328,Gold_Silver_Free
10329,Gold_Silver_Free
10330,Bronze_Essential
10341,Gold_Silver_Essential
10342,Platinum_Essential
10346,Gold_Silver_Traveller
10352,Gold_Silver_Essential
10355,Gold_Silver_Free
10357,Gold_Silver_Essential
10360,Bronze_Essential
10363,Platinum_Free
10365,Gold_Silver_Free
10367,Platinum_Free
10375,Gold_Silver_Essential
10382,Gold_Silver_Essential
10386,Platinum_Free
10390,Platinum_Free
10392,Gold_Silver_Essential
10396,Platinum_Free
10401,Gold_Silver_Essential
10408,Gold_Silver_Traveller
10410,Gold_Silver_Essential
10419,Gold_Silver_Traveller
10421,Platinum_Free
10425,Gold_Silver_Essential
10426,Gold_Silver_Essential
10427,Platinum_Essential
10431,Bronze_Essential
10433,Bronze_Essential
10438,Gold_Silver_Traveller
10443,Platinum_Essential
10447,Gold_Silver_Essential
10450,Bronze_Essential
10451,Platinum_Essential
10476,Platinum_Free
10481,Gold_Silver_Free
10483,Gold_Silver_Essential
10495,Gold_Silver_Essential
10505,Bronze_Traveller
10509,Gold_Silver_Free
10510,Gold_Silver_Free
10512,Gold_Silver_Free
10514,Platinum_Free
10518,Platinum_Essential
10519,Gold_Silver_Free
10528,Platinum_Free
10537,Platinum_Free
10538,Gold_Silver_Free
10540,Gold_Silver_Free
10543,Platinum_Free
10544,Gold_Silver_Essential
10549,Platinum_Free
10551,Gold_Silver_Free
10554,Gold_Silver_Free
10557,Bronze_Traveller
10558,Gold_Silver_Free
10564,Gold_Silver_Free
10570,Platinum_Free
10572,Gold_Silver_Free
10587,Bronze_Essential
10590,Platinum_Essential
10591,Platinum_Free
10594,Platinum_Essential
10599,Gold_Silver_Free
10605,Platinum_Essential
10613,Gold_Silver_Free
10619,Bronze_Traveller
10628,Platinum_Essential
10635,Gold_Silver_Essential
10643,Gold_Silver_Essential
10657,Platinum_Free
10660,Gold_Silver_Traveller
10662,Gold_Silver_Essential
10669,Gold_Silver_Free
10673,Platinum_Free
10683,Gold_Silver_Free
10689,Platinum_Free
10693,Platinum_Free
10697,Gold_Silver_Essential
10700,Bronze_Traveller
10701,Platinum_Free
10703,Gold_Silver_Essential
10706,Platinum_Essential
10707,Gold_Silver_Essential
10710,Gold_Silver_Essential
10714,Platinum_Essential
10725,Gold_Silver_Free
10728,Platinum_Free
10732,Platinum_Essential
10740,Platinum_Free
10743,Platinum_Free
10744,Platinum_Free
10753,Bronze_Essential
10761,Platinum_Essential
10765,Gold_Silver_Free
10767,Gold_Silver_Traveller
10781,Platinum_Free
10786,Platinum_Free
10802,Platinum_Free
10805,Bronze_Traveller
10807,Platinum_Essential
10809,Gold_Silver_Essential
10814,Platinum_Free
10816,Gold_Silver_Free
10818,Platinum_Free
10822,Platinum_Free
10827,Platinum_Free
10840,Gold_Silver_Essential
10847,Platinum_Essential
10856,Platinum_Free
10862,Gold_Silver_Essential
10869,Gold_Silver_Essential
10873,Platinum_Free
10880,Platinum_Free
10885,Gold_Silver_Free
10891,Gold_Silver_Essential
10896,Platinum_Free
10901,Bronze_Traveller
10904,Bronze_Essential
10908,Platinum_Free
10911,Gold_Silver_Essential
10914,Gold_Silver_Free
10918,Gold_Silver_Free
10925,Platinum_Free
10928,Gold_Silver_Essential
10931,Gold_Silver_Essential
10945,Platinum_Essential
10950,Gold_Silver_Essential
10958,Gold_Silver_Free
10963,Bronze_Essential
10965,Platinum_Free
10967,Gold_Silver_Free
10975,Gold_Silver_Free
10979,Platinum_Free
10981,Gold_Silver_Free
10985,Bronze_Essential
10992,Platinum_Essential
10999,Gold_Silver_Free
11002,Bronze_Traveller
11008,Platinum_Free
11026,Platinum_Essential
11037,Platinum_Free
11038,Platinum_Free
11054,Gold_Silver_Essential
11057,Gold_Silver_Traveller
11059,Gold_Silver_Traveller
11061,Bronze_Essential
11066,Gold_Silver_Essential
11068,Gold_Silver_Free
11069,Gold_Silver_Free
11071,Platinum_Free
11078,Gold_Silver_Essential
11080,Gold_Silver_Essential
11087,Platinum_Essential
11090,Gold_Silver_Free
11103,Gold_Silver_Essential
11104,Platinum_Essential
11106,Platinum_Free
11108,Platinum_Free
11112,Gold_Silver_Essential
11114,Gold_Silver_Essential
11127,Platinum_Free
11140,Platinum_Free
11143,Gold_Silver_Free
11151,Platinum_Essential
11156,Gold_Silver_Free
11157,Platinum_Essential
11159,Gold_Silver_Essential
11163,Platinum_Free
11164,Platinum_Essential
11174,Gold_Silver_Free
11180,Gold_Silver_Free
11182,Gold_Silver_Essential
11187,Bronze_Essential
11190,Gold_Silver_Essential
11191,Gold_Silver_Free
11194,Platinum_Essential
11195,Platinum_Free
11197,Gold_Silver_Essential
11204,Platinum_Free
11208,Platinum_Essential
11211,Platinum_Free
11221,Bronze_Traveller
11229,Gold_Silver_Essential
11233,Platinum_Free
11242,Platinum_Free
11246,Platinum_Free
11247,Gold_Silver_Free
11249,Platinum_Free
11259,Gold_Silver_Essential
11260,Bronze_Traveller
11265,Platinum_Essential
11268,Platinum_Free
11280,Platinum_Free
11284,Platinum_Free
11285,Platinum_Free
11286,Gold_Silver_Free
11288,Platinum_Essential
11291,Platinum_Free
11297,Platinum_Essential
11298,Gold_Silver_Essential
11315,Gold_Silver_Essential
11322,Platinum_Free
11323,Gold_Silver_Essential
11324,Platinum_Free
11330,Gold_Silver_Free
11334,Gold_Silver_Essential
11339,Platinum_Free
11343,Gold_Silver_Traveller
11346,Platinum_Free
11347,Gold_Silver_Essential
11348,Platinum_Free
11349,Gold_Silver_Free
11350,Bronze_Essential
11353,Platinum_Free
11355,Platinum_Free
11357,Bronze_Essential
11362,Platinum_Free
11365,Gold_Silver_Free
11368,Gold_Silver_Essential
11379,Platinum_Essential
11381,Platinum_Free
11387,Gold_Silver_Free
11394,Gold_Silver_Free
11400,Gold_Silver_Traveller
11401,Platinum_Essential
11408,Bronze_Essential
11420,Bronze_Traveller
11423,Platinum_Free
11430,Platinum_Free
11433,Platinum_Free
